,Marca,Modelo,Descrição,Valor,embedding_musical,categoria_musical,specs_musicais
2532,LUEN,MAQUINA DE CHIMBAL INFANTIL COM PRATO NIQUELADOS ,PERCURSÃO,92.06,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: MAQUINA DE CHIMBAL INFNTIL COM PRATO NIQUEACS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2533,LUEN,PELE LDH DUO CL 16 FILME DUPLO AZUL - LDH DRUMHEADS,PERCURSÃO,92.54,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH DUO CL 16 FILME DUPLO AZUL - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2534,LUEN,PELE LDH DUO CL 16 FILME DUPLO PRETO - LDH DRUMHEADS,PERCURSÃO,92.54,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH DUO CL 16 FILME DUPLO PDTO - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2535,LUEN,PELE LDH DUO CL 16 FILME DUPLO VERMELHO - LDH DRUMHEADS,PERCURSÃO,92.54,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH DUO CL 16 FILME DUPLO VERMELHO - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2536,LUEN,PELE DP BRIGHT COATED 18 FILME SIMPLES ARO FINO - DUDU PORTES,PERCURSÃO,92.55,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP BRIGHT COATED 18 FILME BMPLES ARO FINO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2537,LUEN,PELE DP VINTAGE JAZZ 18 FILME SIMPLES ARO FINO - DUDU PORTES,PERCURSÃO,93.44,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP VINTAGE JAZZ 18 FILME BMPLES ARO FINO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2538,LUEN,PELE LEITOSA 22 FILME SIMPLES MR - MARCIAL,PERCURSÃO,93.52,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LEITOSA 22 FILME BMPLES MR - MARCIAL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2539,LUEN,PELE DP DOUBLE LIGHT 18 FILME DUPLO - DUDU PORTES,PERCURSÃO,93.9,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CUBLE LIGHT 18 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2540,LUEN,PELE DP XPLOD 8 FILME SIMPLES - DUDU PORTES,PERCURSÃO,93.91,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP XPLOD 8 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2541,LUEN,PELE LDH ONE HEAVY CT 14 FILME SIMPLES BRANCO - LDH DRUMHEADS,PERCURSÃO,93.99,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH ONE HEAVY CT 14 FILME BMPLES BRANCO - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2542,LUEN,PELE DP POWER DEEP 16 FILME SIMPLES - DUDU PORTES,PERCURSÃO,94.31,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP POWER DEEP 16 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2543,LUEN,PELE DP EFFECT PRO 10 FILME SIMPLES - DUDU PORTES,PERCURSÃO,94.35,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP EFFECT PRO 10 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2544,LUEN,PELE ANIMAL CUICA 11 COURO - BRASIL,PERCURSÃO,94.9,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE ANIMAL CUICA 11 COURO - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2545,LUEN,PELE ANIMAL CUICA 12 COURO - BRASIL,PERCURSÃO,94.9,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE ANIMAL CUICA 12 COURO - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2546,LUEN,CAIXA 7X10 COLORSTEEL PINT ELETRO AMARELO ARO NYLON PRETO PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,95.12,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: CAIXA 7X10 COLORSTEEL PINT ELETRO AMADLO ARO NYLON PDTO PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2547,LUEN,CAIXA 7X10 COLORSTEEL PINT ELETRO AZUL ARO NYLON PRETO PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,95.12,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: CAIXA 7X10 COLORSTEEL PINT ELETRO AZUL ARO NYLON PDTO PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2548,LUEN,CAIXA 7X10 COLORSTEEL PINT ELETRO PRETO FOSCO ARO NYLON PRETO PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,95.12,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: CAIXA 7X10 COLORSTEEL PINT ELETRO PDTO FOSCO ARO NYLON PDTO PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2549,LUEN,CAIXA 7X10 COLORSTEEL PINT ELETRO VERMELHO ARO NYLON PRETO PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,95.12,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: CAIXA 7X10 COLORSTEEL PINT ELETRO VERMELHO ARO NYLON PDTO PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2550,LUEN,PELE DP COATED 18 FILME SIMPLES ARO FINO - DUDU PORTES,PERCURSÃO,95.36,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP COATED 18 FILME BMPLES ARO FINO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2551,LUEN,PELE DP HYDRAGLIDE COATED 15 FILME DUPLO - DUDU PORTES,PERCURSÃO,96.09,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP HYDRAGLIDE COATED 15 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2552,LUEN,PELE LDH DUO HEAVY CT 16 FILME DUPLO - LDH DRUMHEADS,PERCURSÃO,96.78,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH DUO HEAVY CT 16 FILME DUPLO - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2553,LUEN,PELE DP HEAVY COATED 16 FILME SIMPLES - DUDU PORTES,PERCURSÃO,96.83,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP HEAVY COATED 16 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2554,LUEN,PELE DP HYDRAGLIDE BLACK 15 FILME DUPLO - DUDU PORTES,PERCURSÃO,96.87,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP HYDRAGLIDE BACK 15 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2555,LUEN,PELE LDH DUO WH CT 16 FILME DUPLO AZUL - LDH DRUMHEADS,PERCURSÃO,97.17,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH DUO WH CT 16 FILME DUPLO AZUL - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2556,LUEN,PELE LDH DUO WH CT 16 FILME DUPLO PRETO - LDH DRUMHEADS,PERCURSÃO,97.17,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH DUO WH CT 16 FILME DUPLO PDTO - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2557,LUEN,PELE LDH DUO WH CT 16 FILME DUPLO VERMELHO - LDH DRUMHEADS,PERCURSÃO,97.17,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH DUO WH CT 16 FILME DUPLO VERMELHO - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2558,LUEN,PELE DP CLEAR 20 FILME SIMPLES - DUDU PORTES,PERCURSÃO,97.26,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CLEAR 20 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2559,LUEN,PELE DP HEAVY COATED DRY SNARE 14 - DUDU PORTES,PERCURSÃO,97.47,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP HEAVY COATED DRY SNAD 14 - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2560,LUEN,PELE ANIMAL 55CM COURO SEM ARO - BRASIL,PERCURSÃO,97.79,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE ANIMAL 55CM COURO SEM ARO - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2561,LUEN,ROCAR 40 CM MADEIRA NATURAL VERNIZ 48 PLATINELAS - BRASIL,PERCURSÃO,97.86,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: ROCAR 40 CM MADEIRA NATURAL VERNIZ 48 PATINEAS - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2562,LUEN,PELE DP CLEAR 16 FILME SIMPLES MR - DUDU PORTES,PERCURSÃO,97.93,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CLEAR 16 FILME BMPLES MR - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2563,LUEN,PELE LDH ONE ULTRA HEAVY CT 14 FILME SIMPLES BRANCO - LDH DRUMHEADS,PERCURSÃO,98.94,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH ONE ULTRA HEAVY CT 14 FILME BMPLES BRANCO - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2564,LUEN,RECO RECO INOX ESCOVADO 3 MOLAS - GUETTO,PERCURSÃO,99.0,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DCO DCO INOX ESCOVAC 3 MOAS - GUETTO || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2565,LUEN,PELE LDH SILENT 22 MALHA DUPLA BLUE - LDH DRUMHEADS,PERCURSÃO,99.21,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH BLENT 22 MALHA DUPA BLUE - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2566,LUEN,PELE LDH SILENT 22 MALHA DUPLA RED - LDH DRUMHEADS,PERCURSÃO,99.21,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH BLENT 22 MALHA DUPA DD - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2567,LUEN,PELE BONGO ANIMAL 6 COURO - BRASIL,PERCURSÃO,99.3,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE BONGO ANIMAL 6 COURO - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2568,LUEN,PELE FIBER CONTROL BONGO 6 FILME DUPLO - BRASIL,PERCURSÃO,99.3,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE FIBER CONTROL BONGO 6 FILME DUPLO - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2569,LUEN,PELE DP HYDRAGLIDE COATED 16 FILME DUPLO - DUDU PORTES,PERCURSÃO,99.35,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP HYDRAGLIDE COATED 16 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2570,LUEN,PELE DP COATED PREMIUM ARO FINO 18 FILME SIMPLES - DUDU PORTES,PERCURSÃO,99.4,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP COATED PDEUM ARO FINO 18 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2571,LUEN,REPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO AMARELO POP LARANJA PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,99.97,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO AMADLO POP ARANJA PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2572,LUEN,REPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO AZUL POP LARANJA PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,99.97,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO AZUL POP ARANJA PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2573,LUEN,REPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO PRETO FOSCO POP LARANJA PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,99.97,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO PDTO FOSCO POP ARANJA PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2574,LUEN,REPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO VERMELHO POP LARANJA PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,99.97,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DPIQUE DE MAO 25X08 COLORSTEEL PINT ELETRO VERMELHO POP ARANJA PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2575,LUEN,PELE DP HYDRAGLIDE BLACK 16 FILME DUPLO - DUDU PORTES,PERCURSÃO,100.14,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP HYDRAGLIDE BACK 16 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2576,LUEN,PELE DP SPECIAL RECORDING 16 FILME DUPLO - DUDU PORTES,PERCURSÃO,100.79,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP SPECIAL DCORDING 16 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2577,LUEN,PELE DP XPLOD 10 FILME SIMPLES - DUDU PORTES,PERCURSÃO,101.45,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP XPLOD 10 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2578,LUEN,PELE DP DOUBLE CLEAR 18 FILME DUPLO - DUDU PORTES,PERCURSÃO,101.7,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CUBLE CLEAR 18 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2579,LUEN,PELE DP SILENT HEAD 22 MALHA DUPLA - DUDU PORTES,PERCURSÃO,102.05,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP BLENT HEAD 22 MALHA DUPA - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2580,LUEN,TIMBA 30X10 FOLHEADO VERNIZ FERR POP PRETO PELE LEITOSA ARO FINO 04 AFIN - SOB ENCOMENDA,PERCURSÃO,102.6,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: TIMBA 30X10 FOLHEAC VERNIZ FERR POP PDTO PELE LEITOSA ARO FINO 04 AFIN - SOB ENCOMENDA || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2581,LUEN,PELE DP SPECIAL RECORDING 15 FILME DUPLO - DUDU PORTES,PERCURSÃO,102.92,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP SPECIAL DCORDING 15 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2582,LUEN,TIMBA 30X10 FOLHEADO VERNIZ FERR POP ARGOLA PRETO PELE LEISTOSA BATURA 04 AFIN - BATUKA,PERCURSÃO,103.22,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: TIMBA 30X10 FOLHEAC VERNIZ FERR POP ARGOA PDTO PELE LEISTOSA BATURA 04 AFIN - BATUKA || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2583,LUEN,PELE DP CLEAR 18 FILME SIMPLES MR - DUDU PORTES,PERCURSÃO,104.22,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CLEAR 18 FILME BMPLES MR - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2584,LUEN,PELE DP HYDRAGLIDE CLEAR 18 FILME DUPLO ARO FINO - DUDU PORTES,PERCURSÃO,104.22,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP HYDRAGLIDE CLEAR 18 FILME DUPLO ARO FINO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2585,LUEN,PELE DP DOUBLE LIGHT 20 FILME DUPLO - DUDU PORTES,PERCURSÃO,105.14,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CUBLE LIGHT 20 FILME DUPLO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2586,LUEN,PELE DP EFFECT PRO 12 FILME SIMPLES - DUDU PORTES,PERCURSÃO,105.54,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP EFFECT PRO 12 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2587,LUEN,PELE DP POWER DOT 18 FILME SIMPLES ARO FINO - DUDU PORTES,PERCURSÃO,105.95,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP POWER CT 18 FILME BMPLES ARO FINO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2588,LUEN,PELE LDH ONE CLEAR DOUBLE DOT 18 FILME SIMPLES MR - LDH DRUMHEADS,PERCURSÃO,105.98,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE LDH ONE CLEAR CUBLE CT 18 FILME BMPLES MR - LDH DRUMHEADS || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2589,LUEN,PELE DP DOUBLE COATED 18 FILME DUPLO ARO FINO - DUDU PORTES,PERCURSÃO,106.09,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CUBLE COATED 18 FILME DUPLO ARO FINO - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2590,LUEN,REBOLO 35X08 COLORSTEEL PINT ELETRO AMARELO POP LARANJA PRETO PELE KORINO 04 AFIN - KIDS SHOW,PERCURSÃO,106.11,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DBOLO 35X08 COLORSTEEL PINT ELETRO AMADLO POP ARANJA PDTO PELE KORINO 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2591,LUEN,REBOLO 35X08 COLORSTEEL PINT ELETRO AZUL POP LARANJA PRETO PELE KORINO 04 AFIN - KIDS SHOW,PERCURSÃO,106.11,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DBOLO 35X08 COLORSTEEL PINT ELETRO AZUL POP ARANJA PDTO PELE KORINO 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2592,LUEN,REBOLO 35X08 COLORSTEEL PINT ELETRO PRETO POP LARANJA PRETO PELE KORINO 04 AFIN - KIDS SHOW,PERCURSÃO,106.11,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DBOLO 35X08 COLORSTEEL PINT ELETRO PDTO POP ARANJA PDTO PELE KORINO 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2593,LUEN,REBOLO 35X08 COLORSTEEL PINT ELETRO VERMELHO POP LARANJA PRETO PELE KORINO 04 AFIN - KIDS SHOW,PERCURSÃO,106.11,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DBOLO 35X08 COLORSTEEL PINT ELETRO VERMELHO POP ARANJA PDTO PELE KORINO 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2594,LUEN,PELE DP BRIGHT COATED 18 FILME SIMPLES - DUDU PORTES,PERCURSÃO,106.42,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP BRIGHT COATED 18 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2595,LUEN,PELE DP VINTAGE JAZZ 18 FILME SIMPLES - DUDU PORTES,PERCURSÃO,107.48,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP VINTAGE JAZZ 18 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2596,LUEN,SURDO 20X10 ALUMISTEEL PINT ELETRO AMARELO ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,107.84,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: SURC 20X10 ALUESTEEL PINT ELETRO AMADLO ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2597,LUEN,SURDO 20X10 ALUMISTEEL PINT ELETRO AZUL ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,107.84,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: SURC 20X10 ALUESTEEL PINT ELETRO AZUL ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2598,LUEN,SURDO 20X10 ALUMISTEEL PINT ELETRO PRETO FOSCO ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,107.84,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: SURC 20X10 ALUESTEEL PINT ELETRO PDTO FOSCO ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2599,LUEN,SURDO 20X10 ALUMISTEEL PINT ELETRO VERMELHO ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW,PERCURSÃO,107.84,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: SURC 20X10 ALUESTEEL PINT ELETRO VERMELHO ARO ABS PELE CRISTAL 04 AFIN - KIDS SHOW || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2600,LUEN,REPIQUE DE MAO 30X10 ALUMISTEEL FERR POP PRETO ARO ARGOLA PELE LEITOSA 04 AFIN - BATUKA,PERCURSÃO,108.33,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: DPIQUE DE MAO 30X10 ALUESTEEL FERR POP PDTO ARO ARGOA PELE LEITOSA 04 AFIN - BATUKA || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2601,LUEN,PELE BONGO ANIMAL 7 COURO - BRASIL,PERCURSÃO,108.9,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE BONGO ANIMAL 7 COURO - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2602,LUEN,PELE FIBER CONTROL BONGO 7 FILME DUPLO - BRASIL,PERCURSÃO,108.9,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE FIBER CONTROL BONGO 7 FILME DUPLO - BRABL || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
2603,LUEN,PELE DP CLEAR 22 FILME SIMPLES - DUDU PORTES,PERCURSÃO,108.93,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: LUEN || MODELO: PELE DP CLEAR 22 FILME BMPLES - DUDU PORTES || DESCRICAO_MUSICAL: PERCURSÃO,OUTROS,{}
